"","pct","donald_j_trump","marco_rubio","rafael_edward_cruz","john_kasich","benjamin_s_carson_sr","jeb_bush","rand_paul","mike_huckabee","chris_christie","carly_fiorina","jim_gilmore","lindsey_graham","rick_santorum","all_others","fips"
"954","Provisional",1,0,2,0,1,0,0,0,0,0,0,0,0,0,"51063"
"955","101 - Palmyra",230,224,163,44,35,2,3,3,1,0,0,0,1,0,"51065"
"956","201 - Columbia",193,104,104,33,37,0,0,2,0,1,0,0,0,0,"51065"
"957","301 - Fork Union",177,114,108,29,30,1,0,0,0,2,1,0,1,0,"51065"
"958","401 - Cunningham",315,197,202,53,60,2,3,0,0,1,0,0,1,0,"51065"
"959","501 - Rivanna",314,358,184,113,67,2,3,2,1,0,1,0,0,0,"51065"
"960","Ab - Central Absentee Precinct",51,34,19,5,3,0,0,0,0,0,0,0,1,0,"51065"
"961","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51065"
"962","102 - Burnt Chimney",254,131,166,41,35,2,1,2,0,0,0,0,0,0,"51067"
"963","103 - Scruggs",495,312,216,131,72,1,2,1,2,4,0,1,1,0,"51067"
"964","201 - Glade Hill",222,64,91,7,22,0,1,1,0,0,0,0,0,0,"51067"
"965","202 - Penhook",195,99,95,53,20,1,0,0,1,0,0,0,1,0,"51067"
"966","203 - Hodgesville",36,18,7,1,2,0,0,0,0,0,0,0,0,0,"51067"
"967","204 - Dudley",161,64,53,23,32,1,0,0,1,0,0,0,0,0,"51067"
"968","301 - Snow Creek",104,25,46,10,11,0,0,1,0,0,0,0,0,0,"51067"
"969","302 - Fork Mountain",104,32,24,2,7,0,0,0,0,0,0,0,0,0,"51067"
"970","303 - Sontag",127,30,47,4,25,2,1,0,0,0,0,0,0,0,"51067"
"971","304 - Dickinson",53,26,30,4,4,1,0,0,0,0,0,0,0,0,"51067"
"972","401 - Henry",190,41,104,4,21,0,0,2,0,0,0,0,0,0,"51067"
"973","402 - Ferrum",107,32,40,10,19,1,0,0,0,0,0,0,1,0,"51067"
"974","403 - Endicott",95,24,69,12,16,0,0,0,1,1,0,0,1,0,"51067"
"975","501 - Waidsboro",88,57,53,8,15,1,1,0,0,1,0,0,0,0,"51067"
"976","502 - Callaway",154,56,120,9,35,0,1,2,1,0,0,0,0,0,"51067"
"977","503 - Bowmans",95,50,74,5,17,0,0,0,0,0,1,0,0,0,"51067"
"978","504 - Gogginsville",148,72,85,12,30,0,1,0,0,0,0,0,1,0,"51067"
"979","601 - Boones Mill",183,88,121,17,53,2,1,1,0,0,0,0,0,0,"51067"
"980","602 - Bonbrook",191,64,123,23,41,1,1,1,0,0,0,0,0,0,"51067"
"981","603 - Coopers Cove",177,39,94,23,22,1,1,1,1,0,0,0,0,0,"51067"
"982","701 - Rocky Mount East",190,70,83,8,39,2,0,1,0,0,0,1,0,0,"51067"
"983","702 - Rocky Mount West",103,68,63,21,33,0,0,0,0,0,0,1,0,0,"51067"
"984","703 - Rocky Mount South",104,41,62,2,15,0,0,0,0,0,0,0,1,0,"51067"
"985","Ab - Central Absentee Precinct",74,38,46,10,5,1,0,0,0,0,0,0,0,0,"51067"
"986","Provisional",2,0,0,0,1,0,0,0,0,0,0,0,0,0,"51067"
"987","101 - Precinct 1-1",101,86,45,26,15,1,4,2,0,0,1,0,0,0,"51620"
"988","201 - Precinct 2-1",99,92,20,15,13,0,0,0,0,0,0,0,0,0,"51620"
"989","301 - Precinct 3-1",9,3,2,0,3,0,1,0,0,0,0,0,0,0,"51620"
"990","401 - Precinct 4-1",7,6,3,0,2,0,0,0,0,0,0,0,0,0,"51620"
"991","501 - Precinct 5-1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"51620"
"992","601 - Precinct 6-1",65,65,30,7,11,1,1,0,0,0,0,0,0,0,"51620"
"993","Ab - Central Absentee Precinct",10,10,3,3,2,1,1,0,0,0,0,0,1,0,"51620"
"994","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51620"
"995","101 - Russells",265,142,157,27,42,4,1,0,0,0,0,1,1,0,"51069"
"996","102 - Gore",240,93,173,21,46,3,2,2,2,0,0,0,0,0,"51069"
"997","103 - Kernstown",244,232,165,76,62,3,3,0,4,1,0,0,0,0,"51069"
"998","104 - Cedar Creek",140,84,87,20,23,2,1,0,0,0,0,0,0,0,"51069"
"999","201 - Gainesborough",200,67,104,18,25,2,1,0,0,0,0,0,0,0,"51069"
"1000","202 - Albin",229,126,134,35,62,3,1,0,2,0,0,0,0,0,"51069"
"1001","203 - Redland",288,151,167,40,56,3,1,1,1,0,1,1,1,0,"51069"
"1002","204 - Nain",199,161,149,52,41,2,1,1,0,1,0,0,0,0,"51069"
"1003","301 - Clear Brook",171,76,97,14,22,0,2,1,0,0,1,0,0,0,"51069"
"1004","302 - Neff's Town",232,177,117,34,59,0,2,0,0,1,0,0,0,0,"51069"
"1005","303 - White Hall",293,236,204,63,52,2,2,2,0,1,0,2,0,0,"51069"
"1006","401 - Carpers Valley",234,202,138,49,49,1,1,1,1,0,0,1,1,0,"51069"
"1007","402 - Shenandoah",130,85,75,21,27,1,1,1,0,0,0,0,0,0,"51069"
"1008","403 - Parkin's Mill",177,162,135,20,45,1,3,0,0,2,0,1,0,0,"51069"
"1009","404 - Armel",211,204,139,41,49,2,1,1,1,1,0,0,0,0,"51069"
"1010","501 - Stephens City",209,243,155,49,41,1,2,1,0,0,0,0,0,0,"51069"
"1011","502 - Newtown",296,183,151,36,50,2,1,2,0,1,1,0,0,0,"51069"
"1012","503 - Canterburg",248,158,126,42,65,1,0,1,2,0,0,1,0,0,"51069"
"1013","601 - Millbrook",154,121,97,14,26,2,0,1,0,1,1,0,0,0,"51069"
"1014","602 - Ash Hollow",173,116,124,22,43,3,1,0,1,2,0,0,1,0,"51069"
"1015","603 - Greenwood",329,254,198,63,39,3,2,0,1,1,0,0,1,0,"51069"
"1016","Ab - Central Absentee Precinct",68,68,64,22,14,4,0,0,0,0,1,0,0,0,"51069"
"1017","Provisional",2,0,1,1,1,0,0,0,0,0,0,0,0,0,"51069"
"1018","101 - Precinct 1 - District One",224,231,89,80,36,4,5,0,0,1,0,0,1,0,"51630"
"1019","201 - Precinct 1 - District Two",169,193,85,118,39,3,4,3,1,1,0,0,1,0,"51630"
"1020","301 - Precinct 1 - District Three",187,180,83,83,39,3,1,2,2,0,1,1,0,0,"51630"
"1021","401 - Precinct 1 - District Four",61,64,20,33,9,1,0,1,0,1,0,0,0,0,"51630"
"1022","402 - Precinct 2 - District Four",53,39,17,18,7,1,1,1,0,0,0,0,0,0,"51630"
"1023","Ab - Central Absentee Precinct",14,37,10,11,3,2,0,0,0,1,1,0,0,0,"51630"
"1024","Provisional",0,2,4,1,1,0,0,1,0,0,0,0,0,0,"51630"
"1025","1 - East",124,48,30,21,28,0,1,2,0,0,0,0,0,0,"51640"
"1026","2 - North",94,38,25,11,27,0,0,0,0,0,1,0,0,0,"51640"
"1027","3 - South",81,19,20,3,13,1,0,0,0,0,0,0,1,0,"51640"
"1028","Ab - Central Absentee Precinct",4,6,2,4,1,0,0,0,0,0,0,0,0,0,"51640"
"1029","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51640"
"1030","101 - Glen Lyn",11,1,9,1,4,0,0,1,0,0,0,0,0,0,"51071"
"1031","102 - Rich Creek",76,29,20,3,13,0,0,0,0,0,0,0,0,0,"51071"
"1032","103 - Narrows",189,89,72,20,26,2,1,1,0,0,0,1,0,0,"51071"
"1033","201 - Pearisburg",279,146,102,28,36,2,1,1,0,0,1,0,0,0,"51071"
"1034","202 - Staffordsville",42,19,12,4,4,0,0,0,0,0,0,0,0,0,"51071"
"1035","203 - White Gate",27,22,9,6,10,0,0,0,0,0,0,0,0,0,"51071"
"1036","301 - Eggleston",89,33,37,7,19,1,0,0,1,0,1,0,0,0,"51071"
"1037","302 - Pembroke",203,106,70,12,32,0,0,1,0,0,0,0,0,0,"51071"
"1038","303 - Newport",102,61,32,13,27,1,1,0,1,0,0,0,0,0,"51071"
"1039","Ab - Central Absentee Precinct",19,10,8,1,4,1,1,0,0,0,0,0,0,0,"51071"
"1040","Provisional",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"51071"
"1041","101 - Harcum",198,95,85,34,52,0,1,3,0,2,0,0,0,0,"51073"
"1042","102 - Salem",185,60,52,13,46,0,0,2,0,0,1,0,1,0,"51073"
"1043","103 - Peasley",144,67,49,6,39,1,0,1,0,0,0,0,0,0,"51073"
"1044","201 - Courthouse",188,192,42,49,44,0,1,1,0,1,2,0,1,0,"51073"
"1045","202 - Botetourt",324,209,92,43,56,0,1,2,0,1,0,0,0,0,"51073"
"1046","301 - White Marsh",251,169,102,29,51,3,0,2,0,0,1,1,0,0,"51073"
"1047","302 - Roanes",297,224,107,36,62,0,2,2,1,1,1,0,1,0,"51073"
"1048","401 - Hayes",276,187,87,34,52,3,2,1,1,0,0,0,1,0,"51073"
"1049","402 - Sarahs Creek",248,180,64,31,35,1,2,4,0,0,1,1,0,0,"51073"
"1050","501 - Achilles",514,257,109,49,47,1,1,1,2,2,1,0,0,0,"51073"
"1051","502 - Walker",238,170,60,30,42,0,2,1,0,0,1,0,1,0,"51073"
"1052","Ab - Central Absentee Precinct",44,46,15,9,4,5,1,0,1,1,0,0,0,0,"51073"
"1053","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51073"
"1054","101 - Fife",130,62,53,14,21,1,2,0,1,0,0,0,0,0,"51075"
"1055","102 - Hadensville",225,93,145,13,27,1,0,1,0,0,1,0,0,0,"51075"
"1056","201 - Three Square",41,38,31,7,12,1,1,0,0,0,0,0,0,0,"51075"
"1057","202 - Sandy Hook",236,167,163,29,50,1,1,0,1,0,0,0,0,0,"51075"
"1058","301 - Goochland Court House 1",167,140,96,34,32,0,3,1,0,0,0,0,0,0,"51075"
"1059","302 - Goochland Court House 2",107,87,39,12,9,0,1,1,0,0,0,1,0,0,"51075"
"1060","401 - Shallow Well",143,172,83,28,25,1,0,0,1,1,1,1,1,0,"51075"
"1061","402 - Centerville",300,364,137,65,34,0,1,1,0,1,1,1,0,0,"51075"
"1062","501 - Manakin",268,411,142,101,33,1,1,0,2,0,2,0,0,0,"51075"
"1063","502 - Blair Road",160,306,72,84,20,2,0,0,0,0,1,0,1,0,"51075"
"1064","Ab - Central Absentee Precinct",43,63,25,8,8,4,0,0,2,1,0,0,0,0,"51075"
"1065","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51075"
"1066","101 - Bridle Creek",46,9,11,2,8,0,0,0,0,0,0,0,0,0,"51077"
"1067","102 - Flatridge",21,5,5,1,4,0,0,0,0,0,0,0,0,0,"51077"
"1068","103 - Grant",40,13,17,1,7,0,0,0,0,0,0,0,0,0,"51077"
"1069","104 - Mouth Of Wilson",21,13,13,4,7,0,0,0,0,0,0,0,0,0,"51077"
"1070","105 - Mount Rogers",42,10,8,0,9,0,0,1,0,0,1,0,0,0,"51077"
"1071","106 - Rugby",33,4,11,3,4,1,0,2,0,0,0,0,0,0,"51077"
"1072","107 - Troutdale",24,7,8,3,1,0,0,0,0,0,0,0,0,0,"51077"
"1073","108 - Comers Rock",43,7,10,0,4,0,0,0,0,1,0,0,1,0,"51077"
"1074","202 - Elk Creek",85,25,31,6,6,0,0,0,0,0,0,0,0,0,"51077"
"1075","203 - Independence",152,58,52,11,14,0,0,1,0,0,1,0,0,0,"51077"
"1076","301 - Baywood",78,46,31,4,17,0,0,0,0,0,0,0,0,0,"51077"
"1077","302 - Fairview",117,47,79,8,29,0,0,1,1,0,0,0,0,0,"51077"
"1078","401 - Fries",56,22,20,5,13,0,0,2,0,0,0,0,0,0,"51077"
"1079","402 - Providence",116,35,29,3,16,0,1,0,0,0,0,0,0,0,"51077"
"1080","403 - Oldtown",59,11,5,5,6,0,1,0,0,2,0,0,0,0,"51077"
"1081","Ab - Central Absentee Precinct",26,17,8,5,3,1,0,0,0,0,0,0,0,0,"51077"
"1082","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51077"
"1083","101 - Dyke",137,54,67,27,20,2,2,0,0,0,0,0,0,0,"51079"
"1084","102 - Swift Run",132,81,94,16,33,1,0,0,0,0,0,0,0,0,"51079"
"1085","201 - Ruckersville",243,193,158,45,54,3,2,0,1,0,0,0,0,0,"51079"
"1086","301 - Stanardsville",240,121,151,39,53,2,3,2,1,0,0,0,0,0,"51079"
"1087","401 - Midway",271,271,212,70,52,2,4,1,0,0,0,0,0,0,"51079"
"1088","Ab - Central Absentee Precinct",34,27,22,7,8,6,3,0,1,0,0,0,0,0,"51079"
"1089","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51079"
"1090","101 - Precinct 1-a",25,12,11,1,6,0,0,0,0,0,0,0,0,0,"51081"
"1091","102 - Precinct 1-b",30,2,1,1,3,0,0,0,0,0,0,0,0,0,"51081"
"1092","103 - Precinct 1-c",19,2,0,2,0,0,0,0,0,0,0,0,0,0,"51081"
"1093","201 - Precinct 2-a",38,23,10,1,1,0,0,0,1,0,1,0,0,0,"51081"
"1094","202 - Precinct 2-b",80,18,32,2,6,0,0,0,0,0,0,0,0,0,"51081"
"1095","302 - Precinct 3-a",78,47,22,4,8,1,0,0,0,0,1,1,0,0,"51081"
"1096","401 - Precinct 4-a",35,23,3,6,6,1,0,0,0,0,0,1,0,0,"51081"
"1097","402 - Precinct 4-b",38,24,7,4,11,0,0,0,0,0,0,0,0,0,"51081"
"1098","403 - Precinct 4-c",28,9,4,2,3,0,0,0,0,0,0,0,0,0,"51081"
"1099","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51081"
"1100","101 - Childrey",119,19,39,7,11,0,0,0,0,0,0,0,0,0,"51083"
"1101","102 - Liberty",61,17,17,1,2,0,0,0,0,0,0,0,0,0,"51083"
"1102","103 - Republican Grove",112,24,27,1,17,2,0,0,0,0,0,0,0,0,"51083"
"1103","201 - Clays Mill",91,16,31,5,12,0,0,0,0,0,0,0,0,0,"51083"
"1104","202 - Crossroads",75,17,26,7,14,0,0,0,0,1,0,0,0,0,"51083"
"1105","203 - Clover",65,20,19,7,12,1,0,0,0,0,0,0,0,0,"51083"
"1106","302 - Meadville",34,9,8,2,7,0,0,0,0,0,0,0,0,0,"51083"
"1107","304 - Vernon Hill",69,30,32,3,10,0,0,0,0,0,0,0,0,0,"51083"
"1108","305 - Sinai",85,27,22,5,4,0,0,0,1,0,0,0,0,0,"51083"
"1109","401 - Courthouse",127,44,44,18,17,0,0,0,0,0,0,0,0,0,"51083"
"1110","403 - Center",166,69,51,22,29,1,0,1,1,0,0,0,0,0,"51083"
"1111","502 - Dan River",194,101,65,24,30,1,1,1,0,0,0,0,0,0,"51083"
"1112","503 - Scottsburg",126,17,37,3,8,1,0,0,0,0,0,0,0,0,"51083"
"1113","601 - Black Walnut",122,29,39,6,14,0,0,0,0,0,0,0,0,0,"51083"
"1114","603 - Mt Carmel",129,33,38,8,25,0,0,0,0,0,0,0,0,0,"51083"
"1115","605 - Union",47,11,16,2,17,1,0,0,0,0,0,0,0,0,"51083"
"1116","701 - Hyco",193,29,62,4,17,2,2,1,0,0,0,0,0,0,"51083"
"1117","702 - Midway",117,46,53,8,10,1,0,0,0,0,0,0,0,0,"51083"
"1118","703 - Virgilina",87,16,19,1,15,0,0,0,0,0,0,1,0,0,"51083"
"1119","801 - South Boston East",56,37,19,6,15,0,1,0,1,0,0,0,0,0,"51083"
"1120","802 - South Boston West",48,14,15,0,9,0,0,0,0,0,0,0,0,0,"51083"
"1121","Ab - Central Absentee Precinct",34,15,17,3,7,0,0,1,0,0,0,0,0,0,"51083"
"1122","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51083"
"1123","101 - Aberdeen (CD 3)",53,23,15,6,20,0,1,0,0,1,0,0,0,0,"51650"
"1124","102 - Bassette (CD 3)",20,15,11,5,13,2,0,0,0,0,0,0,0,0,"51650"
"1125","103 - City Hall (CD 3)",26,14,16,5,13,0,2,0,0,0,0,0,0,0,"51650"
"1126","104 - Cooper (CD 3)",54,66,33,13,17,2,0,1,0,0,1,0,0,0,"51650"
"1127","105 - East Hampton (CD 3)",73,48,16,6,8,0,1,0,2,0,0,0,0,0,"51650"
"1128","106 - Armstrong (CD 3)",139,171,55,36,27,2,5,0,0,1,0,0,0,0,"51650"
"1129","107 - Lindsay (CD 3)",65,46,29,7,23,1,0,0,0,0,0,0,0,0,"51650"
"1130","108 - Thomas (CD 3)",52,35,15,7,14,0,1,1,0,0,0,0,0,0,"51650"
"1131","109 - Phenix (CD 3)",39,15,11,0,13,0,0,0,1,0,0,0,0,0,"51650"
"1132","110 - Phoebus (CD 3)",59,32,9,5,8,0,2,0,0,1,0,0,0,0,"51650"
"1133","111 - Hampton Library (CD 3)",84,71,26,29,13,1,1,0,0,0,0,0,0,0,"51650"
"1134","112 - Smith (CD 3)",142,77,40,12,33,1,1,0,1,0,3,0,0,1,"51650"
"1135","115 - Wythe (CD 3)",144,87,32,34,16,2,1,0,0,0,0,1,0,0,"51650"
"1136","116 - Jones (CD 3)",42,31,7,6,10,1,4,0,0,0,0,0,0,0,"51650"
"1137","117 - Kecoughtan (CD 3)",74,52,25,15,17,1,2,0,0,0,0,0,0,0,"51650"
"1138","118 - Mallory (CD 3)",44,43,23,3,14,0,0,1,0,2,0,0,0,0,"51650"
"1139","201 - Booker (CD 2)",280,208,75,34,40,4,3,3,1,0,1,0,0,0,"51650"
"1140","202 - Bryan (CD 2)",235,162,44,38,24,3,1,2,0,2,0,1,0,0,"51650"
"1141","203 - Burbank (CD 2)",126,109,29,33,24,2,1,0,0,1,0,0,0,0,"51650"
"1142","204 - Forrest (CD 3)",133,71,36,15,18,0,2,0,0,0,1,0,0,0,"51650"
"1143","205 - Asbury (CD 2)",492,304,132,67,75,3,0,0,0,0,0,1,1,1,"51650"
"1144","208 - Kraft (CD 3)",238,172,85,30,40,1,3,1,0,1,2,0,0,0,"51650"
"1145","209 - Langley (CD 2)",205,121,54,20,33,1,2,0,0,2,1,0,0,0,"51650"
"1146","210 - Machen (CD 2)",131,120,46,27,33,1,0,0,1,1,0,1,0,0,"51650"
"1147","210 - Machen (CD 3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51650"
"1148","212 - Bethel (CD 3)",138,175,95,25,46,0,2,0,0,1,0,1,1,0,"51650"
"1149","213 - Phillips (CD 2)",328,283,111,66,51,4,3,2,0,4,0,0,1,0,"51650"
"1150","214 - Tucker Capps (CD 3)",181,127,74,19,29,0,0,2,1,0,0,0,0,0,"51650"
"1151","215 - Tyler (CD 3)",20,14,8,4,5,0,0,0,0,0,1,0,0,0,"51650"
"1152","216 - Sandy Bottom (CD 2)",97,87,38,10,17,2,0,1,1,1,0,0,1,0,"51650"
"1153","217 - Syms (CD 2)",119,104,44,23,11,2,0,0,0,0,0,0,1,0,"51650"
"1154","Ab - Central Absentee Precinct (CD 2)",16,26,10,7,5,1,0,0,0,0,0,0,0,0,"51650"
"1155","Ab - Central Absentee Precinct (CD 3)",27,19,8,7,6,2,0,1,0,0,0,0,1,0,"51650"
"1156","Provisional (CD 2)",3,1,1,0,0,0,0,0,0,0,0,0,0,0,"51650"
"1157","Provisional (CD 3)",2,0,1,0,0,0,0,0,0,0,0,0,0,0,"51650"
"1158","101 - Ashland",130,163,76,27,18,0,1,0,1,0,0,0,0,0,"51085"
"1159","104 - Sliding Hill",196,213,108,60,29,2,2,1,1,0,0,0,1,0,"51085"
"1160","105 - Berkley",119,137,44,19,22,1,2,0,0,0,0,0,0,0,"51085"
"1161","106 - Kersey Creek",118,145,95,30,24,1,1,1,0,0,0,0,0,0,"51085"
"1162","107 - Chickahominy",163,244,123,56,31,1,5,0,0,0,1,0,0,0,"51085"
"1163","201 - Beaverdam",345,157,269,38,68,1,4,0,0,0,1,0,0,1,"51085"
"1164","202 - Blunts",134,95,97,15,20,1,1,1,0,3,0,1,0,0,"51085"
"1165","203 - Wilmington Parish",257,232,156,48,28,0,1,1,3,1,0,0,0,0,"51085"
"1166","206 - Courthouse",126,151,83,21,16,0,1,0,1,0,0,0,1,0,"51085"
"1167","208 - Oak Knoll",256,162,122,42,39,1,3,0,2,0,2,0,0,0,"51085"
"1168","209 - West Hanover",66,33,45,7,8,0,1,1,0,0,0,0,0,0,"51085"
"1169","210 - Oak Hill",71,110,45,16,19,0,0,0,0,0,0,0,0,0,"51085"
"1170","301 - Clay",336,301,173,46,44,2,0,1,0,0,0,0,0,0,"51085"
"1171","303 - Shady Grove",275,264,146,45,44,1,0,0,2,1,0,0,1,0,"51085"
"1172","304 - Atlee",447,544,306,131,102,2,3,1,0,2,2,0,0,2,"51085"
"1173","305 - Cool Spring",229,380,139,113,49,2,5,1,0,0,0,0,0,0,"51085"
"1174","401 - Battlefield",369,227,271,47,43,0,1,0,5,1,0,0,0,0,"51085"
"1175","403 - Cold Harbor",444,237,219,28,76,1,1,2,0,0,3,0,1,0,"51085"
"1176","404 - Black Creek",400,235,264,44,65,3,4,0,0,0,1,0,0,0,"51085"
"1177","405 - Pebble Creek",192,171,99,35,24,1,1,1,1,1,0,0,1,0,"51085"
"1178","406 - Beaverdam Creek",65,35,42,9,16,2,0,1,0,0,0,0,0,0,"51085"
"1179","502 - Rural Point",254,290,209,44,39,1,2,0,0,0,0,0,0,0,"51085"
"1180","503 - Newman",216,186,134,18,51,0,2,2,1,1,1,1,0,0,"51085"
"1181","504 - Studley",240,205,124,34,27,1,2,2,0,0,1,1,1,0,"51085"
"1182","505 - Totopotomoy",194,119,103,22,17,0,0,0,0,0,0,0,0,0,"51085"
"1183","506 - Georgetown",225,201,185,41,31,0,1,0,0,1,1,0,0,0,"51085"
"1184","507 - Laurel Meadow",272,247,163,39,41,1,2,1,0,1,1,0,1,0,"51085"
"1185","601 - Village",458,377,266,80,56,5,4,1,1,2,0,1,2,1,"51085"
"1186","602 - Lee Davis",329,228,190,51,50,4,2,0,1,0,0,0,0,0,"51085"
"1187","603 - Mechanicsville",202,114,103,21,31,0,0,0,0,1,2,0,0,0,"51085"
"1188","604 - Hanover Grove",225,176,119,59,42,1,0,0,1,1,0,0,0,0,"51085"
"1189","701 - Farrington",245,246,172,42,46,3,1,2,0,2,0,0,0,0,"51085"
"1190","702 - Montpelier",231,180,154,32,31,1,2,0,0,0,0,0,1,0,"51085"
"1191","703 - Rockville",260,260,149,61,44,3,2,0,0,2,0,0,0,0,"51085"
"1192","704 - Elmont",262,229,197,51,43,3,0,1,0,0,0,0,0,0,"51085"
"1193","705 - South Anna",113,167,101,33,21,2,0,0,0,1,0,0,1,0,"51085"
"1194","Ab - Central Absentee Precinct",122,107,105,39,16,3,1,0,4,0,1,1,0,0,"51085"
"1195","Provisional",3,4,4,1,1,0,0,0,0,0,0,0,0,0,"51085"
"1196","101 - Northeast",146,176,111,42,32,2,1,0,0,0,0,0,1,0,"51660"
"1197","102 - East Central",57,107,36,40,24,2,1,1,2,0,0,0,0,0,"51660"
"1198","103 - Southeast",144,226,78,43,30,0,1,1,0,0,0,0,0,0,"51660"
"1199","104 - East",142,214,81,37,41,2,4,1,1,0,0,1,0,0,"51660"
"1200","105 - South East Central",78,280,55,39,17,0,1,0,1,1,0,1,0,0,"51660"
"1201","201 - Northwest",137,161,105,56,36,2,3,0,1,0,0,0,0,0,"51660"
"1202","202 - Southwest",144,204,116,59,42,1,4,1,0,1,1,0,0,0,"51660"
"1203","203 - West",100,161,104,47,43,3,3,1,3,1,0,0,0,0,"51660"
"1204","Ab - Central Absentee Precinct",41,31,17,7,3,8,0,0,3,0,0,0,0,0,"51660"
"1205","Provisional",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"51660"
"1206","101 - Coalpit (CD 7)",226,336,149,72,30,0,1,1,1,0,0,0,0,1,"51087"
"1207","102 - Dumbarton (CD 7)",101,145,60,21,29,0,2,0,1,1,1,0,0,0,"51087"
"1208","103 - Glen Allen (CD 7)",312,429,147,93,38,2,1,0,1,2,0,0,0,0,"51087"
"1209","104 - Glenside (CD 7)",82,61,30,15,15,1,0,0,1,0,1,0,0,0,"51087"
"1210","105 - Greendale (CD 7)",114,103,51,23,16,0,3,1,2,0,2,0,1,0,"51087"
"1211","106 - Hermitage (CD 7)",218,158,106,27,17,0,2,0,2,0,1,0,0,0,"51087"
"1212","107 - Hilliard (CD 7)",98,79,40,14,17,3,2,1,0,0,0,0,0,0,"51087"
"1213","108 - Hungary Creek (CD 7)",317,372,151,117,53,1,2,0,0,3,0,0,0,1,"51087"
"1214","109 - Hunton (CD 7)",121,82,57,16,13,1,3,0,0,0,0,0,1,0,"51087"
"1215","110 - Johnson (CD 7)",73,45,37,14,12,0,1,1,0,0,0,0,0,0,"51087"
"1216","111 - Lakeside (CD 7)",213,141,98,18,25,3,0,0,1,0,3,0,0,0,"51087"
"1217","112 - Longan (CD 7)",211,217,101,22,34,1,0,3,2,0,2,0,0,0,"51087"
"1218","113 - Maude Trevvett (CD 7)",108,94,65,21,18,0,3,0,1,0,1,0,0,0,"51087"
"1219","114 - Monument Hills (CD 7)",83,143,38,42,18,1,2,2,0,0,1,2,0,0,"51087"
"1220","115 - Staples Mill (CD 7)",341,417,209,93,60,2,1,1,1,1,2,1,0,0,"51087"
"1221","116 - Summit Court (CD 7)",102,77,44,19,8,1,1,0,1,1,0,0,0,0,"51087"
"1222","117 - Westwood (CD 7)",142,226,65,64,10,0,1,0,0,1,0,0,0,0,"51087"
"1223","201 - Adams (CD 3)",9,6,7,0,6,0,1,0,0,0,0,0,0,0,"51087"
"1224","202 - Azalea (CD 3)",20,27,16,6,5,0,1,0,0,0,0,0,0,0,"51087"
"1225","203 - Belmont (CD 7)",114,115,70,20,13,1,1,0,0,0,2,0,0,0,"51087"
"1226","204 - Brookland (CD 7)",52,36,12,5,5,2,0,0,0,1,0,0,0,0,"51087"
"1227","205 - Canterbury (CD 7)",59,175,20,50,18,11,0,1,3,1,1,0,0,0,"51087"
"1228","206 - Central Gardens (CD 3)",9,10,7,0,5,0,0,0,0,0,0,1,0,0,"51087"
"1229","207 - Chamberlayne (CD 7)",89,122,72,27,21,0,4,0,0,1,0,0,0,0,"51087"
"1230","208 - Fairfield (CD 3)",11,11,8,2,4,0,0,0,0,0,0,0,0,0,"51087"
"1231","209 - Glen Lea (CD 3)",40,23,24,9,13,1,0,0,0,0,0,0,0,0,"51087"
"1232","210 - Greenwood (CD 7)",39,46,32,13,11,2,1,0,0,0,0,0,0,0,"51087"
"1233","211 - Highland Gardens (CD 3)",7,4,5,1,3,0,1,0,0,0,0,0,0,0,"51087"
"1234","212 - Hollybrook (CD 7)",44,41,21,4,8,0,1,0,0,0,1,0,0,0,"51087"
"1235","213 - Hungary (CD 7)",27,39,37,8,9,0,1,0,0,0,0,0,0,0,"51087"
"1236","214 - Longdale (CD 7)",78,68,47,8,21,2,4,1,1,0,0,0,0,0,"51087"
"1237","215 - Maplewood (CD 3)",15,21,14,3,9,0,0,0,0,0,0,0,0,0,"51087"
"1238","216 - Moody (CD 7)",86,85,45,14,11,1,0,1,0,1,0,0,0,0,"51087"
"1239","217 - Mountain (CD 7)",56,67,33,8,10,1,0,0,1,1,0,0,0,0,"51087"
"1240","218 - Oakview (CD 7)",11,12,5,2,2,1,0,1,0,0,0,0,0,0,"51087"
"1241","219 - Randolph (CD 7)",11,4,4,5,2,0,0,0,0,0,0,0,1,0,"51087"
"1242","220 - Ratcliffe (CD 3)",25,26,14,3,6,0,0,1,0,1,0,0,0,0,"51087"
"1243","221 - Stratford Hall (CD 7)",26,16,12,5,8,1,0,0,0,0,0,0,0,0,"51087"
"1244","222 - Wilder (CD 3)",49,65,41,17,13,3,0,0,0,1,0,1,0,0,"51087"
